id,airline,flight,source,departure,stops,arrival,destination,class,duration,days_left,price
3565,Air_India,AI-453,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,10.08,13.0,11900
3566,Vistara,UK-816,Bangalore,Morning,one,Night,Mumbai,Business,8.58,11.0,69244
3567,,0.00E+00,Delhi,Morning,one,Evening,Kolkata,Economy,7.75,4.0,10838
3568,Indigo,0.00E+00,Kolkata,Morning,,Night,Hyderabad,Economy,8.83,44.0,4367
3569,Vistara,UK-893,Bangalore,,one,Afternoon,Mumbai,Economy,18.58,31.0,4792
3570,Air_India,AI-9517,Bangalore,Evening,one,Early_Morning,Chennai,Economy,12.5,30.0,5536
3571,Air_India,AI-543,Hyderabad,,one,Evening,Mumbai,Business,8.67,,45883
3572,Vistara,UK-818,Bangalore,Evening,one,Evening,Kolkata,Economy,22.42,3.0,11205
3573,Vistara,UK-927,Delhi,Morning,one,Night,Chennai,Business,13.58,46.0,52392
3574,Air_India,AI-9881,Hyderabad,Afternoon,one,Morning,Mumbai,Economy,19.08,43.0,4637
3575,Air_India,AI-440,Chennai,Early_Morning,zero,Morning,Delhi,Business,2.67,11.0,27792
3576,Vistara,UK-807,Delhi,Night,zero,Night,Bangalore,Economy,2.67,9.0,7425
3577,Air_India,AI-469,Delhi,Early_Morning,one,Night,Mumbai,Economy,17.17,40.0,4233
3578,GO_FIRST,G8-364,Mumbai,Evening,one,Night,Bangalore,Economy,4.42,24.0,5102
3579,Vistara,UK-860,Hyderabad,,one,Evening,Mumbai,Business,10.83,30.0,58315
3580,Indigo,6.00E-136,Mumbai,Early_Morning,one,Morning,Bangalore,Economy,5.5,40.0,2124
3581,Air_India,AI-415,Delhi,Evening,one,Afternoon,Kolkata,Business,,37.0,32347
3582,GO_FIRST,G8-530,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,30.0,2410
3583,Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Business,,26.0,50969
3584,,G8-357,Delhi,Early_Morning,two_or_more,Evening,Mumbai,Economy,12.08,13.0,11295
3585,AirAsia,I5-2991,Kolkata,Night,one,Early_Morning,Mumbai,Economy,9.67,18.0,3379
3586,AirAsia,I5-1531,Chennai,Night,one,Early_Morning,Mumbai,Economy,9.25,19.0,1830
3587,Vistara,UK-818,Bangalore,,one,Early_Morning,Mumbai,Economy,12.25,18.0,6568
3588,Vistara,UK-838,Chennai,Night,one,Evening,Mumbai,Business,20.58,7.0,90960
3589,Air_India,AI-679,Mumbai,Morning,one,Evening,Chennai,Economy,5.83,30.0,4757
3590,Vistara,UK-834,Chennai,Evening,one,Morning,Mumbai,Economy,16.58,23.0,5454
3591,Air_India,AI-619,Mumbai,Night,one,Morning,Kolkata,Economy,11.83,23.0,4358
3592,GO_FIRST,G8-325,Mumbai,Night,one,Morning,Delhi,Economy,11.33,12.0,5942
3593,Vistara,UK-775,Mumbai,Afternoon,one,Night,Delhi,Economy,7.17,21.0,8888
3594,Air_India,AI-543,Hyderabad,Morning,one,Afternoon,Chennai,Economy,26.92,49.0,4229
3595,Vistara,UK-866,Bangalore,Night,one,Evening,Chennai,Business,,10.0,44280
3596,Air_India,AI-430,Chennai,Morning,one,Late_Night,Bangalore,Economy,,26.0,6308
3597,Vistara,UK-846,Bangalore,Morning,one,Morning,Chennai,Economy,24.33,39.0,4672
3598,SpiceJet,SG-337,Kolkata,Morning,one,Night,Mumbai,Economy,,8.0,16017
3599,Vistara,UK-810,Bangalore,,one,Night,Hyderabad,Business,15.92,27.0,56588
3600,Indigo,0.00E+00,Mumbai,Early_Morning,one,Afternoon,Chennai,Economy,7.67,,1890
3601,Air_India,AI-440,Chennai,Early_Morning,one,Night,Kolkata,Economy,16.17,32.0,4678
3602,,UK-838,Chennai,,one,Evening,Hyderabad,Business,22.83,34.0,51457
3603,,UK-828,Chennai,Early_Morning,one,Late_Night,Delhi,Business,17.17,31.0,57920
3604,Vistara,UK-953,Delhi,,zero,Night,Mumbai,Business,2.17,,22152
3605,,G8-244,Mumbai,,,Morning,Kolkata,Economy,14.5,2.0,14579
3606,Vistara,UK-738,Kolkata,Evening,one,Night,Bangalore,Business,25.67,36.0,60978
3607,,UK-970,Mumbai,Morning,one,Night,Chennai,Business,11.5,28.0,64173
3608,GO_FIRST,G8-626,Kolkata,Afternoon,one,Night,Bangalore,Economy,8.67,21.0,3542
3609,Vistara,UK-930,Mumbai,Early_Morning,one,Night,Bangalore,Business,12.92,29.0,69168
3610,Indigo,0.00E+00,Delhi,,one,Night,Bangalore,Economy,9.83,,19500
3611,Vistara,UK-708,Kolkata,,one,Morning,Mumbai,Economy,13.33,12.0,10425
3612,Air_India,AI-539,Chennai,Evening,,Afternoon,Mumbai,Economy,19.83,37.0,5617
3613,Air_India,AI-9547,Bangalore,Evening,two_or_more,Morning,Chennai,Economy,15.92,35.0,6313
3614,Indigo,0.00E+00,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,31.0,4499
3615,GO_FIRST,G8-241,Bangalore,Evening,one,Night,Delhi,Economy,6.17,22.0,3466
3616,Vistara,UK-870,Hyderabad,Night,one,Evening,Bangalore,Economy,22.25,34.0,6461
3617,Vistara,UK-824,Chennai,Night,one,Evening,Kolkata,Economy,,27.0,16602
3618,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Kolkata,Business,11.17,30.0,55377
3619,Air_India,AI-635,Mumbai,Early_Morning,one,Night,Hyderabad,Economy,16.5,30.0,4173
3620,Vistara,UK-820,Bangalore,Evening,one,Early_Morning,Mumbai,Business,14.08,,67004
3621,Indigo,0.00E+00,Chennai,Morning,one,Evening,Delhi,Economy,7.67,33.0,3361
3622,Air_India,AI-867,Mumbai,Night,one,Afternoon,Bangalore,Business,15.0,,54608
3623,Air_India,AI-525,Hyderabad,Early_Morning,one,Night,Bangalore,Economy,14.83,,17725
3624,,0.00E+00,Kolkata,Afternoon,zero,Evening,Hyderabad,Economy,2.33,,5807
3625,Vistara,UK-836,Chennai,Morning,one,Night,Kolkata,Business,,32.0,55377
3626,Vistara,UK-858,Bangalore,,one,Early_Morning,Hyderabad,Business,25.17,29.0,37985
3627,Vistara,UK-838,Chennai,Night,one,Evening,Mumbai,Economy,19.42,4.0,11069
3628,Vistara,UK-850,Bangalore,Evening,one,Morning,Delhi,Economy,13.17,3.0,16887
3629,Vistara,UK-613,Mumbai,Afternoon,one,Evening,Delhi,Business,4.5,19.0,50285
3630,,I5-1983,Bangalore,Afternoon,zero,Afternoon,Hyderabad,Economy,1.08,,1714
3631,Vistara,UK-707,Delhi,Evening,zero,Evening,Kolkata,Business,2.08,15.0,29656
3632,Vistara,UK-720,Kolkata,Early_Morning,one,Night,Chennai,Business,,14.0,55983
3633,Vistara,UK-899,Delhi,Afternoon,one,Night,Mumbai,Economy,8.25,42.0,5227
3634,AirAsia,I5-1563,Kolkata,Evening,two_or_more,Morning,Delhi,Economy,13.17,40.0,3014
3635,Vistara,UK-838,Chennai,,one,Night,Hyderabad,Economy,25.83,4.0,11069
3636,Indigo,0.00E+00,Mumbai,Afternoon,one,Night,Hyderabad,Economy,8.5,5.0,8043
3637,,UK-870,Hyderabad,Night,one,Morning,Chennai,Economy,13.33,15.0,13372
3638,Indigo,0.00E+00,Mumbai,Night,zero,Late_Night,Kolkata,Economy,2.5,34.0,4499
3639,Air_India,AI-491,Delhi,Morning,,Afternoon,Bangalore,Business,24.92,35.0,36546
3640,Vistara,UK-876,Hyderabad,Night,one,Morning,Delhi,Economy,11.0,23.0,5656
3641,Vistara,UK-778,Kolkata,Afternoon,one,Morning,Chennai,Economy,18.58,21.0,5660
3642,Air_India,AI-864,Mumbai,Early_Morning,one,Night,Bangalore,Business,13.08,9.0,54608
3643,Indigo,0.00E+00,Kolkata,Morning,,Evening,Hyderabad,Economy,,12.0,10793
3644,Vistara,UK-874,Hyderabad,Morning,one,Late_Night,Delhi,Economy,16.42,10.0,10018
3645,SpiceJet,SG-3440,Mumbai,Afternoon,one,Evening,Kolkata,Economy,27.92,14.0,7518
3646,Indigo,0.00E+00,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,15.0,8253
3647,Indigo,0.00E+00,Mumbai,Morning,zero,Afternoon,Hyderabad,Economy,1.33,18.0,2901
3648,Vistara,UK-828,Chennai,Early_Morning,one,Night,Delhi,Economy,15.42,22.0,8803
3649,GO_FIRST,G8-398,Mumbai,Night,one,Morning,Hyderabad,Economy,11.5,22.0,3282
3650,GO_FIRST,G8-395,Bangalore,Morning,,Morning,Mumbai,Economy,1.67,30.0,2201
3651,Vistara,UK-812,Bangalore,Morning,one,Evening,Mumbai,Business,9.33,12.0,62524
3652,Air_India,AI-525,Hyderabad,Early_Morning,one,Night,Bangalore,Business,14.83,34.0,44546
3653,Vistara,UK-975,Delhi,Early_Morning,one,Afternoon,Hyderabad,Business,6.5,8.0,51697
3654,,UK-890,Hyderabad,Evening,one,Night,Bangalore,Business,5.67,11.0,56702
3655,Vistara,UK-826,Chennai,Afternoon,one,Night,Hyderabad,Business,8.42,47.0,41064
3656,Indigo,6.00E-152,Delhi,Morning,one,Evening,Mumbai,Economy,7.67,40.0,2410
3657,Vistara,UK-720,Kolkata,Early_Morning,zero,Morning,Delhi,Economy,2.42,16.0,5261
3658,Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,Business,11.33,22.0,74127
3659,Indigo,0.00E+00,Hyderabad,Evening,,Night,Kolkata,Economy,6.25,25.0,5293
3660,,UK-860,Hyderabad,Early_Morning,one,Morning,Chennai,Economy,26.92,49.0,4009
3661,Air_India,AI-624,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,47.0,2476
3662,Vistara,UK-771,Mumbai,Early_Morning,,Evening,Delhi,Economy,10.75,33.0,7576
3663,Air_India,AI-864,Mumbai,Early_Morning,one,Morning,Chennai,Economy,25.92,35.0,4417
3664,Vistara,UK-776,Kolkata,Evening,one,Afternoon,Delhi,Economy,19.08,34.0,9668
3665,Indigo,0.00E+00,Bangalore,Early_Morning,one,Morning,Mumbai,Economy,4.92,24.0,4190
3666,Vistara,UK-930,Mumbai,,one,Night,Chennai,Business,15.25,41.0,64173
3667,Air_India,AI-9547,Bangalore,Evening,two_or_more,Early_Morning,Chennai,Economy,37.0,31.0,6213
3668,,G8-363,Mumbai,Night,one,Morning,Kolkata,Economy,10.0,37.0,5310
3669,Vistara,UK-814,Bangalore,Night,one,Afternoon,Hyderabad,Business,15.42,24.0,56588
3670,Air_India,AI-748,Bangalore,Late_Night,zero,Early_Morning,Kolkata,Business,2.58,25.0,25000
3671,Vistara,UK-945,Delhi,Morning,one,Evening,Chennai,Economy,8.25,31.0,4979
3672,,UK-927,Delhi,Morning,one,Evening,Bangalore,Business,8.25,6.0,75273
3673,Vistara,UK-986,Mumbai,Night,one,Morning,Kolkata,Economy,10.83,31.0,6159
3674,Vistara,UK-825,Mumbai,Morning,one,Night,Delhi,Economy,14.17,18.0,4930
3675,GO_FIRST,G8-7561,Mumbai,Afternoon,zero,Evening,Kolkata,Economy,2.5,17.0,4499
3676,Air_India,AI-687,Mumbai,Afternoon,one,Night,Kolkata,Economy,6.33,10.0,13188
3677,Indigo,0.00E+00,Kolkata,Afternoon,one,Night,Delhi,Economy,6.33,19.0,4653
3678,,G8-515,Hyderabad,Afternoon,,Night,Delhi,Economy,,47.0,6198
3679,Air_India,AI-526,Kolkata,Evening,one,Night,Mumbai,Business,4.92,12.0,37526
3680,Vistara,UK-708,Kolkata,Night,one,Afternoon,Hyderabad,Economy,16.17,28.0,6075
3681,SpiceJet,SG-520,Chennai,Afternoon,one,Evening,Delhi,Economy,26.58,28.0,4364
3682,,UK-960,Mumbai,Morning,one,Evening,Hyderabad,Business,8.0,29.0,66077
3683,Indigo,0.00E+00,Bangalore,Early_Morning,,Morning,Hyderabad,Economy,1.17,35.0,1714
3684,Indigo,0.00E+00,Delhi,Morning,,Evening,Kolkata,Economy,6.58,30.0,10349
3685,Vistara,UK-870,Hyderabad,Night,,Evening,Kolkata,Economy,23.0,3.0,20098
3686,Air_India,AI-669,Mumbai,Morning,one,Night,Delhi,Business,11.92,15.0,39847
3687,Vistara,UK-706,Kolkata,Morning,one,Evening,Chennai,Economy,6.08,12.0,11675
3688,,0.00E+00,Delhi,Morning,one,Evening,Bangalore,Economy,9.08,,3253
3689,Air_India,AI-805,Delhi,Evening,one,Morning,Kolkata,Economy,12.83,36.0,5276
3690,Vistara,UK-812,Bangalore,Morning,one,Evening,Hyderabad,Economy,7.25,25.0,6892
3691,Indigo,0.00E+00,Delhi,,one,Evening,Hyderabad,Economy,10.0,32.0,3457
3692,Vistara,UK-994,Mumbai,Morning,one,Night,Chennai,Economy,9.83,13.0,11129
3693,Air_India,AI-803,Delhi,Early_Morning,one,Early_Morning,Kolkata,Economy,23.08,42.0,6946
3694,Vistara,UK-941,Delhi,Evening,one,Evening,Kolkata,Economy,24.08,7.0,14355
3695,Indigo,0.00E+00,Mumbai,Afternoon,one,Night,Bangalore,Economy,8.08,3.0,12868
3696,,UK-873,Mumbai,Early_Morning,,Evening,Chennai,Economy,10.0,28.0,7241
3697,Air_India,AI-883,Delhi,Night,two_or_more,Morning,Chennai,Economy,12.92,45.0,7037
3698,SpiceJet,SG-3002,Delhi,Early_Morning,one,Night,Bangalore,Economy,15.0,35.0,8081
3699,Indigo,0.00E+00,Chennai,Morning,zero,Morning,Mumbai,Economy,1.92,,3572
3700,Indigo,0.00E+00,Delhi,Early_Morning,one,Evening,Hyderabad,Economy,10.5,47.0,3457
3701,Vistara,UK-772,Kolkata,Morning,one,Evening,Delhi,Business,7.67,24.0,66063
3702,Air_India,AI-808,Bangalore,Night,one,Morning,Kolkata,Business,12.0,18.0,60508
3703,,AI-624,Delhi,Evening,one,Night,Hyderabad,Business,26.58,38.0,39321
3704,Vistara,UK-820,Bangalore,Evening,one,Morning,Kolkata,Business,15.75,31.0,60508
3705,,UK-870,Hyderabad,Night,one,Morning,Bangalore,Economy,12.08,8.0,11319
3706,Indigo,0.00E+00,Kolkata,Afternoon,one,Evening,Mumbai,Economy,5.33,24.0,9896
3707,Indigo,0.00E+00,Delhi,,one,Afternoon,Chennai,Economy,,28.0,3266
3708,Air_India,AI-631,Mumbai,Evening,two_or_more,Evening,Hyderabad,Economy,24.0,37.0,6774
3709,Indigo,0.00E+00,Kolkata,,one,Night,Delhi,Economy,5.42,25.0,4663
3710,Vistara,UK-928,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Business,6.08,45.0,53645
3711,SpiceJet,SG-8701,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,,2281
3712,,UK-778,Kolkata,,one,Night,Bangalore,Business,8.0,41.0,87746
3713,,UK-815,Delhi,Morning,two_or_more,Night,Chennai,Economy,15.0,45.0,8719
3714,,AI-840,Hyderabad,Night,one,Afternoon,Kolkata,Business,15.67,33.0,51707
3715,Indigo,0.00E+00,Kolkata,Afternoon,one,Night,Delhi,Economy,6.17,9.0,8442
3716,Vistara,UK-846,Bangalore,Morning,one,Evening,Delhi,Business,8.42,19.0,54841
3717,Vistara,UK-812,Bangalore,Morning,zero,Afternoon,Delhi,Economy,2.92,36.0,4502
3718,Air_India,AI-811,Delhi,Evening,one,Afternoon,Mumbai,Business,20.58,16.0,32646
3719,Vistara,UK-985,Delhi,Evening,one,Evening,Kolkata,Economy,24.08,17.0,6578
3720,GO_FIRST,G8-393,Kolkata,Night,one,Afternoon,Delhi,Economy,15.67,12.0,13419
3721,Vistara,UK-836,Chennai,,one,Evening,Mumbai,Business,8.33,26.0,57393
3722,Vistara,UK-910,Mumbai,Evening,one,Night,Chennai,Economy,26.67,17.0,10899
3723,AirAsia,I5-548,Delhi,Early_Morning,,Evening,Chennai,Economy,11.08,45.0,1998
3724,Vistara,UK-994,Mumbai,Morning,one,Night,Kolkata,Business,12.33,14.0,62045
3725,Vistara,UK-826,Chennai,Afternoon,one,Night,Delhi,Economy,9.42,46.0,5606
3726,Air_India,AI-748,Bangalore,Late_Night,one,Evening,Delhi,Economy,15.33,15.0,12004
3727,Vistara,UK-823,Mumbai,,,Evening,Chennai,Business,2.08,,23898
3728,Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13.0,33.0,54608
3729,Vistara,UK-866,Bangalore,,one,Night,Hyderabad,Business,23.25,11.0,37985
3730,,UK-707,Delhi,Evening,one,Night,Mumbai,Business,6.0,,60713
3731,Air_India,AI-505,Bangalore,Morning,,Evening,Hyderabad,Economy,31.17,,9670
3732,Air_India,AI-542,Delhi,Morning,one,Night,Mumbai,Business,14.17,22.0,41113
3733,Vistara,UK-875,Mumbai,Evening,two_or_more,Evening,Chennai,Economy,21.0,3.0,16353
3734,Air_India,AI-607,Mumbai,,one,Early_Morning,Kolkata,Economy,12.5,12.0,9828
3735,AirAsia,I5-588,Kolkata,Afternoon,,Late_Night,Delhi,Economy,11.83,16.0,3911
3736,Indigo,0.00E+00,Bangalore,,one,Afternoon,Mumbai,Economy,4.17,34.0,3012
3737,GO_FIRST,G8-118,Bangalore,Night,one,Afternoon,Mumbai,Economy,,39.0,6389
3738,Air_India,AI-538,Chennai,Night,one,Morning,Mumbai,Business,13.83,20.0,49553
3739,Vistara,UK-945,Delhi,Morning,one,Night,Bangalore,Business,11.17,19.0,49177
3740,Vistara,UK-720,Kolkata,Early_Morning,,Morning,Mumbai,Business,28.33,39.0,59254
3741,Indigo,0.00E+00,Chennai,Early_Morning,one,Afternoon,Mumbai,Economy,5.67,39.0,2792
3742,Air_India,AI-9893,Hyderabad,Early_Morning,zero,Early_Morning,Chennai,Economy,1.5,43.0,1776
3743,Vistara,UK-832,Chennai,Early_Morning,one,Night,Bangalore,Business,13.5,44.0,60260
3744,Vistara,UK-933,Delhi,,one,Night,Hyderabad,Business,5.42,41.0,51697
3745,Air_India,AI-616,Hyderabad,Morning,one,Morning,Kolkata,Economy,24.42,21.0,5629
3746,Vistara,UK-963,Delhi,Morning,one,Early_Morning,Hyderabad,Business,23.0,,53937
3747,GO_FIRST,G8-7547,Bangalore,Morning,one,Evening,Kolkata,Economy,7.5,33.0,6186
3748,Indigo,0.00E+00,Delhi,Night,one,Morning,Hyderabad,Economy,10.75,23.0,4393
3749,AirAsia,I5-552,Kolkata,Early_Morning,one,Evening,Bangalore,Economy,11.08,10.0,23494
3750,Vistara,UK-846,Bangalore,Morning,one,Morning,Chennai,Business,24.33,43.0,44280
3751,Vistara,UK-820,Bangalore,Evening,one,Evening,Hyderabad,Business,23.17,34.0,64025
3752,Vistara,UK-834,Chennai,Evening,one,Morning,Bangalore,Economy,15.58,48.0,6161
3753,Air_India,AI-765,Kolkata,Evening,one,Morning,Delhi,Business,15.58,11.0,48079
3754,Air_India,AI-867,Mumbai,Night,one,Evening,Hyderabad,Economy,21.83,15.0,7584
3755,Vistara,UK-832,Chennai,Early_Morning,two_or_more,Afternoon,Bangalore,Economy,9.08,38.0,16554
3756,Air_India,AI-888,Mumbai,Evening,one,Evening,Hyderabad,Economy,24.0,12.0,13086
3757,Indigo,0.00E+00,Bangalore,Morning,one,Night,Kolkata,Economy,9.33,19.0,5178
3758,Indigo,0.00E+00,Mumbai,Evening,one,Night,Delhi,Economy,5.83,,2339
3759,Vistara,UK-838,Chennai,Night,one,Morning,Hyderabad,Business,12.58,15.0,51457
3760,Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Business,11.17,15.0,60601
3761,,G8-349,Mumbai,Morning,one,Evening,Delhi,Economy,,42.0,5912
3762,Vistara,UK-854,Bangalore,Evening,one,Morning,Delhi,Business,13.67,20.0,42521
3763,Indigo,0.00E+00,Bangalore,Morning,,Night,Delhi,Economy,9.67,38.0,5756
3764,GO_FIRST,G8-320,Bangalore,Evening,,Night,Mumbai,Economy,1.83,19.0,2201
3765,Indigo,0.00E+00,Delhi,Morning,one,Afternoon,Chennai,Economy,7.58,30.0,3996
3766,Vistara,UK-928,Mumbai,Early_Morning,one,Night,Chennai,Business,13.75,15.0,57453
3767,Vistara,UK-776,Kolkata,Evening,one,Early_Morning,Hyderabad,Economy,14.25,7.0,12880
3768,,0.00E+00,Kolkata,Morning,one,Night,Bangalore,Economy,11.17,31.0,3860
3769,Vistara,UK-945,Delhi,Morning,zero,Afternoon,Mumbai,Business,2.33,18.0,28872
3770,Indigo,0.00E+00,Delhi,Afternoon,one,Evening,Chennai,Economy,6.75,,5053
3771,Indigo,0.00E+00,Bangalore,Afternoon,one,Night,Hyderabad,Economy,8.08,38.0,4601
3772,,I5-974,Hyderabad,Night,one,Late_Night,Delhi,Economy,5.17,23.0,2228
3773,AirAsia,I5-423,Mumbai,Afternoon,one,Night,Bangalore,Economy,,34.0,2074
3774,Vistara,UK-981,Delhi,Night,,Morning,Bangalore,Business,11.17,40.0,54777
3775,Vistara,UK-824,Chennai,Night,,Evening,Bangalore,Economy,23.0,28.0,7555
3776,Vistara,UK-880,Hyderabad,Afternoon,one,Night,Chennai,Economy,9.33,8.0,12033
3777,Indigo,0.00E+00,Hyderabad,Morning,one,Evening,Bangalore,Economy,7.67,33.0,1755
3778,Indigo,0.00E+00,Bangalore,Morning,one,Evening,Delhi,Economy,6.83,41.0,5333
3779,GO_FIRST,G8-227,Kolkata,,one,Evening,Mumbai,Economy,13.08,37.0,5888
3780,Vistara,UK-838,Chennai,,one,Night,Bangalore,Business,25.58,46.0,60260
3781,Indigo,6.00E-138,Mumbai,,one,Night,Delhi,Economy,6.0,47.0,3010
3782,GO_FIRST,G8-7549,Delhi,,one,Late_Night,Bangalore,Economy,,,3568
3783,Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Mumbai,Economy,9.33,31.0,6067
3784,Vistara,UK-772,Kolkata,,,Evening,Delhi,Economy,7.67,41.0,6461
3785,Air_India,AI-676,Kolkata,Morning,one,Night,Bangalore,Economy,13.08,48.0,7623
3786,Air_India,AI-471,Delhi,Afternoon,one,Evening,Mumbai,Economy,4.58,6.0,11520
3787,,UK-996,Mumbai,Evening,one,Evening,Kolkata,Economy,23.58,,5949
3788,Vistara,UK-870,Hyderabad,Night,one,Night,Bangalore,Economy,26.75,16.0,6461
3789,,0.00E+00,Delhi,Afternoon,zero,Evening,Kolkata,Economy,2.17,30.0,3999
3790,Indigo,0.00E+00,Kolkata,Afternoon,one,Night,Hyderabad,Economy,7.08,22.0,6290
3791,Indigo,0.00E+00,Chennai,Evening,zero,Evening,Kolkata,Economy,2.08,,5042
3792,Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Hyderabad,Business,9.0,,56588
3793,Vistara,UK-776,Kolkata,Evening,one,Morning,Delhi,Business,,19.0,61583
3794,Indigo,0.00E+00,Hyderabad,Early_Morning,one,Morning,Bangalore,Economy,3.5,,5220
3795,GO_FIRST,G8-717,Delhi,Evening,one,Late_Night,Chennai,Economy,8.5,22.0,7426
3796,Vistara,UK-708,Kolkata,Night,one,Night,Bangalore,Business,24.0,38.0,71058
3797,GO_FIRST,G8-268,Delhi,Morning,,Night,Mumbai,Economy,9.33,45.0,5087
3798,GO_FIRST,G8-227,Kolkata,Early_Morning,one,Night,Mumbai,Economy,15.17,37.0,5888
3799,Air_India,AI-439,Delhi,,zero,Morning,Chennai,Business,2.83,,27864
3800,,UK-995,Delhi,,zero,Afternoon,Mumbai,Economy,2.25,28.0,2700
3801,Air_India,AI-770,Kolkata,Night,one,Morning,Hyderabad,Economy,15.42,,4724
3802,Vistara,UK-838,Chennai,Night,one,Morning,Bangalore,Business,11.92,45.0,60260
3803,Air_India,AI-569,Chennai,Early_Morning,one,Morning,Bangalore,Economy,4.83,14.0,11448
3804,SpiceJet,SG-8709,Delhi,Evening,zero,Night,Mumbai,Economy,,45.0,2456
3805,Vistara,UK-894,Hyderabad,Evening,one,Morning,Mumbai,Economy,16.92,48.0,3471
3806,SpiceJet,SG-612,Chennai,Night,zero,Night,Mumbai,Economy,2.0,17.0,3150
3807,Vistara,UK-944,Mumbai,Afternoon,one,Morning,Kolkata,Business,18.92,39.0,62045
3808,Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Chennai,Business,7.0,28.0,41314
3809,Vistara,UK-985,Delhi,Evening,,Evening,Kolkata,Economy,24.08,,6840
3810,GO_FIRST,G8-537,Kolkata,Evening,one,Night,Delhi,Economy,7.08,27.0,6488
3811,Vistara,UK-854,Bangalore,Evening,one,Night,Delhi,Business,4.58,5.0,54841
3812,AirAsia,I5-996,Bangalore,Evening,one,Early_Morning,Kolkata,Economy,11.75,21.0,3393
3813,Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Hyderabad,Economy,9.83,36.0,5760
3814,Vistara,UK-902,Mumbai,Afternoon,one,Morning,Kolkata,Business,17.83,8.0,62045
3815,,6.00E-183,Chennai,Afternoon,zero,Evening,Kolkata,Economy,2.33,41.0,2359
3816,Indigo,0.00E+00,Kolkata,Afternoon,zero,Evening,Chennai,Economy,2.33,6.0,7539
3817,Indigo,6.00E-179,Mumbai,Morning,one,Afternoon,Bangalore,Economy,4.5,25.0,6256
3818,Indigo,0.00E+00,Mumbai,Afternoon,one,Night,Kolkata,Economy,6.08,41.0,3980
3819,Indigo,0.00E+00,Mumbai,,one,Afternoon,Delhi,Economy,4.25,12.0,5939
3820,Air_India,AI-640,Bangalore,,one,Night,Delhi,Business,13.67,14.0,42521
3821,Vistara,UK-994,Mumbai,Morning,one,Night,Chennai,Economy,9.83,7.0,11843
3822,Vistara,UK-775,Mumbai,Afternoon,one,Night,Delhi,Economy,7.17,43.0,7576
3823,Vistara,UK-808,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.67,8.0,7489
3824,Vistara,UK-953,Delhi,Night,one,Morning,Chennai,Economy,15.17,48.0,5098
3825,Vistara,UK-850,Bangalore,Evening,one,Morning,Chennai,Business,15.92,2.0,54169
3826,Vistara,UK-830,Hyderabad,Morning,one,Night,Chennai,Economy,12.42,34.0,4674
3827,Air_India,AI-9745,Kolkata,Morning,one,Evening,Mumbai,Economy,5.83,17.0,8701
3828,Vistara,UK-812,Bangalore,Morning,,Evening,Chennai,Economy,10.17,18.0,9090
3829,Vistara,UK-873,Mumbai,Early_Morning,one,Night,Delhi,Economy,16.5,26.0,5232
3830,Air_India,AI-763,Kolkata,,one,Evening,Mumbai,Economy,11.0,18.0,5102
3831,Vistara,UK-836,Chennai,Morning,one,Evening,Bangalore,Economy,,5.0,12318
3832,Vistara,UK-838,Chennai,Night,one,Evening,Mumbai,Economy,22.0,6.0,11069
3833,Air_India,AI-624,Delhi,Evening,one,Morning,Bangalore,Economy,16.17,26.0,4230
3834,Air_India,AI-660,Mumbai,Evening,zero,Night,Delhi,Business,2.5,45.0,22140
3835,GO_FIRST,G8-331,Mumbai,Morning,one,Afternoon,Bangalore,Economy,3.67,27.0,4501
3836,Vistara,UK-943,Delhi,Early_Morning,one,Evening,Kolkata,Business,9.33,44.0,67769
3837,Vistara,UK-802,Bangalore,Evening,one,Evening,Kolkata,Business,24.75,21.0,62188
3838,AirAsia,I5-747,Delhi,Evening,one,Morning,Kolkata,Economy,14.0,13.0,5953
3839,Vistara,UK-877,Mumbai,Morning,one,Afternoon,Delhi,Economy,4.92,23.0,5232
3840,SpiceJet,SG-406,Kolkata,Night,one,Night,Mumbai,Economy,24.42,44.0,5509
3841,GO_FIRST,G8-317,Mumbai,,one,Evening,Kolkata,Economy,10.42,29.0,4961
3842,Air_India,AI-9547,Bangalore,,one,Night,Hyderabad,Economy,26.58,17.0,9159
3843,Air_India,AI-773,Kolkata,Evening,one,Morning,Chennai,Business,17.67,9.0,55087
3844,Vistara,UK-708,Kolkata,,one,Morning,Bangalore,Economy,14.42,44.0,8111
3845,Indigo,0.00E+00,Bangalore,Late_Night,one,Morning,Delhi,Economy,7.08,,3521
